127.0.0.1 - - [18/Apr/2020:21:26:45 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:43:13 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 500 2513
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:16 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 2153
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:19 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 2153
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:19 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 2153
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:25 +0900] "GET /BBS/write.jsp HTTP/1.1" 200 2300
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:28 +0900] "POST /BBS/writeAction.jsp HTTP/1.1" 200 247
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:28 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 2153
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:30 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 2153
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:30 +0900] "GET /BBS/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:30 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 2153
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:30 +0900] "GET /BBS/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Apr/2020:23:56:31 +0900] "GET /BBS/js/bootstrap.js HTTP/1.1" 304 -
